Year,Occupation,Type of work,Gender,Age group,Geography,GeoCode,Value
2018,"Business, finance and administration occupations, except management",Part-time employees,Men+,25 to 54 years,Alberta,48,24.37
2018,"Business, finance and administration occupations, except management",Part-time employees,Women+,15 years and over,Alberta,48,26.39
2018,"Business, finance and administration occupations, except management",Part-time employees,Women+,25 to 54 years,Alberta,48,27.63
2018,"Natural and applied sciences and related occupations, except management",Part-time employees,Total - Gender,15 years and over,Alberta,48,40.12
2018,"Natural and applied sciences and related occupations, except management",Part-time employees,Total - Gender,25 to 54 years,Alberta,48,43.47
2018,"Health occupations, except management",Part-time employees,Total - Gender,15 years and over,Alberta,48,33.59
2018,"Health occupations, except management",Part-time employees,Total - Gender,15 to 24 years,Alberta,48,22.11
2018,"Health occupations, except management",Part-time employees,Total - Gender,25 to 54 years,Alberta,48,34.85
2018,"Health occupations, except management",Part-time employees,Total - Gender,55 years and over,Alberta,48,35.69
2018,"Health occupations, except management",Part-time employees,Men+,15 years and over,Alberta,48,34.15
2018,"Health occupations, except management",Part-time employees,Women+,15 years and over,Alberta,48,33.56
2018,"Occupations in education, law and social, community and government services, except management",Part-time employees,Total - Gender,15 years and over,Alberta,48,30.05
2018,"Occupations in education, law and social, community and government services, except management",Part-time employees,Total - Gender,15 to 24 years,Alberta,48,19.76
2018,"Occupations in education, law and social, community and government services, except management",Part-time employees,Total - Gender,25 to 54 years,Alberta,48,32.81
2018,"Occupations in education, law and social, community and government services, except management",Part-time employees,Total - Gender,55 years and over,Alberta,48,30.21
2018,"Occupations in education, law and social, community and government services, except management",Part-time employees,Men+,15 years and over,Alberta,48,36.58
2018,"Occupations in education, law and social, community and government services, except management",Part-time employees,Men+,15 to 24 years,Alberta,48,22.05
2018,"Occupations in education, law and social, community and government services, except management",Part-time employees,Men+,25 to 54 years,Alberta,48,41.06
2018,"Occupations in education, law and social, community and government services, except management",Part-time employees,Men+,55 years and over,Alberta,48,41.13
2018,"Occupations in education, law and social, community and government services, except management",Part-time employees,Women+,15 years and over,Alberta,48,28.58
2018,"Occupations in education, law and social, community and government services, except management",Part-time employees,Women+,15 to 24 years,Alberta,48,18.92
2018,"Occupations in education, law and social, community and government services, except management",Part-time employees,Women+,25 to 54 years,Alberta,48,31.49
2018,"Occupations in education, law and social, community and government services, except management",Part-time employees,Women+,55 years and over,Alberta,48,26.82
2018,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Total - Gender,15 years and over,Alberta,48,24.6
2018,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Total - Gender,15 to 24 years,Alberta,48,19.1
2018,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Total - Gender,25 to 54 years,Alberta,48,35.34
2018,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Total - Gender,55 years and over,Alberta,48,23.7
2018,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Men+,15 years and over,Alberta,48,23.07
2018,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Men+,15 to 24 years,Alberta,48,19.52
2018,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Women+,15 years and over,Alberta,48,25.32
2018,"Occupations in art, culture, recreation and sport, except management",Part-time employees,Women+,15 to 24 years,Alberta,48,18.84
2018,"Sales and service occupations, except management",Part-time employees,Total - Gender,15 years and over,Alberta,48,16.15
2018,"Sales and service occupations, except management",Part-time employees,Total - Gender,15 to 24 years,Alberta,48,14.4
2018,"Sales and service occupations, except management",Part-time employees,Total - Gender,25 to 54 years,Alberta,48,17.87
2018,"Sales and service occupations, except management",Part-time employees,Total - Gender,55 years and over,Alberta,48,18.76
2018,"Sales and service occupations, except management",Part-time employees,Men+,15 years and over,Alberta,48,15.92
2018,"Sales and service occupations, except management",Part-time employees,Men+,15 to 24 years,Alberta,48,14.38
2018,"Sales and service occupations, except management",Part-time employees,Men+,25 to 54 years,Alberta,48,17.05
2018,"Sales and service occupations, except management",Part-time employees,Men+,55 years and over,Alberta,48,22.87
2018,"Sales and service occupations, except management",Part-time employees,Women+,15 years and over,Alberta,48,16.26
2018,"Sales and service occupations, except management",Part-time employees,Women+,15 to 24 years,Alberta,48,14.42
2018,"Sales and service occupations, except management",Part-time employees,Women+,25 to 54 years,Alberta,48,18.15
2018,"Sales and service occupations, except management",Part-time employees,Women+,55 years and over,Alberta,48,17.39
2018,"Trades, transport and equipment operators and related occupations, except management",Part-time employees,Total - Gender,15 years and over,Alberta,48,25.39
2018,"Trades, transport and equipment operators and related occupations, except management",Part-time employees,Total - Gender,15 to 24 years,Alberta,48,16.51
2018,"Trades, transport and equipment operators and related occupations, except management",Part-time employees,Total - Gender,25 to 54 years,Alberta,48,32.04
2018,"Trades, transport and equipment operators and related occupations, except management",Part-time employees,Total - Gender,55 years and over,Alberta,48,24.8
2018,"Trades, transport and equipment operators and related occupations, except management",Part-time employees,Men+,15 years and over,Alberta,48,26.02
2018,"Trades, transport and equipment operators and related occupations, except management",Part-time employees,Men+,25 to 54 years,Alberta,48,37.68
2018,"Trades, transport and equipment operators and related occupations, except management",Part-time employees,Women+,15 years and over,Alberta,48,23.69
2018,"Trades, transport and equipment operators and related occupations, except management",Part-time employees,Women+,25 to 54 years,Alberta,48,23.84
2018,"Natural resources, agriculture and related production occupations, except management",Part-time employees,Total - Gender,15 years and over,Alberta,48,23.59
